ID;NPN;construction;preposition;noun;context_pre;costr;context_post;number_of_noun;meaning;syntactic_function
;punto a punto;idiosyncratic;a;punto;"Una teleorganizzazione è quindi, per certi versi, molto affine ad un'organizzazione a rete, per la quale 1) le parti sono in interazione reciproca tendenzialmente stabile; 2) il controllo delle risorse è tendenzialmente decentrato; 3) la comunicazione è generalmente";punto a punto;"e laterale, e non gerarchica come nelle organizzazioni tradizionali; 4) la produzione avviene tendenzialmente per progetto, attraverso la presenza di team, e non più inbaseal disegno organizzativo funzionale; 5) la produzione si serve ampiamente di competenze ed apporti esterni, anche questi organizzati a rete; 6) vi è un sostanziale isomorfismo fra organizzazione ed ambiente esterno, per cui il confine fra l'una e l'altro non è più netto ed univoco; 7) esiste un senso di identità e di un fine comune [ vedi, tra gli altri, Butera 1990; Van Alstyne 1997 ].";sg;idiosyncratic;modifier
;punto a punto;idiosyncratic;a;punto;"I diritti ad esercitare collegamenti di linea con altri Stati o in altri Stati sono classificati come segue: I libertà: sorvolo; II libertà: scalo tecnico; III - IV libertà: collegamenti";punto a punto;"fra due Stati (es.: Roma - New York; New York - Roma); V: scalo intermedio in uno Stato terzo con diritto di imbarco e sbarco di passeggeri (es.: Roma - New York - Città del Messico); VI libertà: collegamenti fra due Stati terzi attraverso lo Stato di nazionalità del vettore (es.: New York - Roma - Mosca); VII libertà: collegamenti diretti fra due Stati esercitati da un vettore di un terzo Stato (es.: Parigi - Londra, esercitato da un vettore italiano); VIII: collegamenti fra due Stati con proseguimento per un ulteriore punto all'interno dello Stato di destinazione (es.: Roma - Londra - Edimburgo, esercitato da un vettore italiano); IX: cabotaggio interno ad altri Stati (es.: Londra - Edimburgo, esercitato da un vettore non nazionale).";sg;idiosyncratic;modifier
;punto a punto;idiosyncratic;a;punto;Noi non abbiamo preteso un monitoraggio;punto a punto;come raccomandato, ma servono comunque un sistema di manutenzione efficiente ed un sistema di allerta che sia ingradodi capire se l'aeroporto rispetta sempre gli estremi dell'annesso 14.;sg;idiosyncratic;modifier
;termine a termine;idiosyncratic;a;termine;Ma in definitiva si può dire che la selva degli alberi corrisponde alle colonne della Tabula Generalis, anche se non si riescono a individuare sempre corrispondenze;termine a termine;.;sg;idiosyncratic;modifier
;termine a termine;idiosyncratic;a;termine;La medicina delle epidemie si oppone;termine a termine;ad una medicina delle classi, come la percezione collettiva d'un fenomeno globale, ma unico e mai ripetuto, può opporsi alla percezione individuale di ciò che un'essenza può far apparire costantemente d'essa stessa e della sua identità nella molteplicità dei fenomeni.;sg;idiosyncratic;modifier
;termine a termine;idiosyncratic;a;termine;uesta ambiguità ha pesato sul metodo clinico, che ha tuttavia seguito una china concettuale esattamente opposta all'evoluzione di Condillac: rovesciamento;termine a termine;del punto d'origine e del punto di compimento.;sg;idiosyncratic;modifier
;termine a termine;idiosyncratic;a;termine;"La nostra analisi può ormai contare sulle precedenti, da cui ricaviamo due indicazioni di metodo: la prima è che sorvoleremo su aspetti già osservati; la seconda è il suggerimento di appaiare la serie dei tratti musicali a quella dei significati - funzioni cerimoniale - retorici non";termine a termine;, ma come continui, e ciò inquanto i rispettivi tratti singoli delle due serie, se considerati come noi faremo in modo un po' sommario, non risultano precisamente coestensivi;sg;idiosyncratic;modifier
;testa a testa;idiosyncratic;a;testa;È stato uno straordinario;testa a testa;, una lotta tra il meglio del meglio, una corsa lungo un mese: ma alla fine avete deciso.;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;Per concludere con le categorie stradali (o Street Legal), la A5 ha visto l'inconsueto scontro;testa a testa;fra Stefano Bennassi (Bologna) con la sua veloce 205 GTI 1.9 e Stefano Fioresi (Modena) con una Porsche 911 S 2.2 che non necessita certo di presentazioni.;sg;idiosyncratic;modifier
;testa a testa;idiosyncratic;a;testa;D'altronde, la ID Software ha preferito prendere con decisione la strada del multiplayer, che in Quake 3 è suddiviso in quattro modalità: Tourney (un torneo a eliminazione basato su scontri;testa a testa;") e le più ""classiche"" Deathmatch, Team Deathmatch e Capture The Flag.";sg;idiosyncratic;modifier
;testa a testa;idiosyncratic;a;testa;"test """;testa a testa;""".";sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;LO STATO in cui il generale Clark è;testa a testa;con il senatore Kerry: l'Oklahoma.;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;Un bel;testa a testa;anche per il terzo gradino del podio sul quale è salita l'Audi A4 ascapitodella Peugeot 307.;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;Il mercato domestico sarà una lotta;testa a testa;tra Sony e Nintendo.;sg;idiosyncratic;modifier
;testa a testa;idiosyncratic;a;testa;I rispettivi campioni si battono;testa a testa;in un torneo al meglio dei tre round.;sg;idiosyncratic;modifier
;testa a testa;idiosyncratic;a;testa;Il;testa a testa;- come sostenuto da legali americani nei mesi scorsi - potrebbe avere infatti una rilevante appendice nelle aule della Corte di Prima Istanza con sede in Lussemburgo e formata da 15 giudici provenienti da 15 Stati membri dell'Unione.;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;Avvincente;testa a testa;per l'elezione del presidente regionale della Federnuoto (73 società votanti su 130 aventi diritto).;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;L'emozionante;testa a testa;"tra ""Gigi""e""Beppe"", che in molti avevano pronosticato prima del verdetto delle urne, non ci sarà.";sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;Un;testa a testa;all'ultima preferenza, nella città che ha appena dato all'Ulivo dieci parlamentari su dodici.;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;A Carmagnola è stata una partita al cardiopalma, un;testa a testa;fino all'ultimo voto.;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;La soluzione, quindi, richiede di creare o sostenere riviste che possano competere;testa a testa;con le grandi e costose riviste dei grandi editori commerciali.;sg;idiosyncratic;modifier
;testa a testa;idiosyncratic;a;testa;Come mai i sondaggi indicavano un;testa a testa;?;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;Sarà;testa a testa;tra il «sì» e il «no» al referendum sulla Costituzione europea il 29 maggio in Francia.;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;A complicare le cose il;testa a testa;Moratti - Ferrante («Per cui non si poteva rischiare la minima svista») e la stanchezza (scrutatore anonimo a conteggio ultimato: «Alla fine, ci si incrociavano gli occhi»).;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;Secondo le ultime indiscrezioni, il;testa a testa;per la quota messa in vendita dal gruppo senese è ormai una questione franco - olandese: un rush finale tra il gruppo Aegon, sede all'Aia, e il concorrente Axa, quartier generale a Parigi.;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;I denti del pettine erano tenuti da due cavalli che si fronteggiavano;testa a testa;.;sg;idiosyncratic;modifier
;testa a testa;idiosyncratic;a;testa;Ancora a favore della Juve un altro episodio del '98, nel tormentato campionato del;testa a testa;con l'Inter.;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;E per i 20 collegi siciliani del Senato, i partiti del centrosinistra sono sicuri della vittoria in altri nove, mentre per altri due il risultato è;testa a testa;con gli avversari.;sg;idiosyncratic;nominal
;Testa a testa;idiosyncratic;a;testa;;Testa a testa;nei collegi di Caltanissetta (dove al Senato il partito conta di schierare l'uscente Antonio Montagnino), Caltagirone (con Filadelfio Basile, senatore uscente eletto però nel 2001 nelle liste del Polo), Licata, Agrigento, Messina Centro, Modica e Ragusa .;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;Il;testa a testa;dell'anno scorso fra le coalizione che arrise all'Unione ed elesse Nichi Vendola governatore della Puglia, questa volta favorisce il centrodestra che, al netto di un quarto di elettorato ancora indeciso, conquista il 48,7% rispettoal 48,5% del centrosinistra.;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;Michele Saccomanno, capogruppo di An alla Regione, guarda al;testa a testa;con il centrosinistra: «Non vedo l'effetto Vendola eppure dovremmo essere ancora in quella fase dove ancora si percepisce il profumo della vittoria, la fase della luna di miele che, invece, mi sembra interrotta.;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;Subito sotto,;testa a testa;tra la diessina Elena Emma Cordoni con 15 pdl, il diellino Andrea Colasio con 14, Ermete Realacci della Margherita con 13, il forzista Paolo Russo con undici.;sg;idiosyncratic;modifier
;testa a testa;idiosyncratic;a;testa;«In sostanza dalle mille interviste fatte, e suddivise su base provinciale - spiega Pietro Vento, direttore della Demopolis - emerge una conferma del voto delle ultime politiche, con un distacco tra il centrodestra e il centrosinistra che va dai 14 ai 18 punti percentuali, e allo stesso tempo un;testa a testa;tra Rita Borsellino e Salvatore Cuffaro».;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;Nei nove;testa a testa;tra Roger e Berdych, il ceco ha vinto solo la prima sfida alle Olimpiadi di Atene 2004.;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;Il diesel francese esce alla distanza (6-3 al terzo) contro lo spagnolo Albert Montanes (24) ma contro Soderling, che nei due;testa a testa;lo ha sempre battuto abbastanza nettamente, sarà dura.;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;Jhi Zheng conduce 2-0 nei;testa a testa;.;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;Feliciano Lopez (23 ATP e numero 6 del seeding giapponese) non ha fatto sconti: 6-3 6-0 lo score incassato da Delpo nella giornata inaugurale del torneo nipponico e terza vittoria consecutiva dello spagnolo contro l'aregntino nei;testa a testa;.;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;Il Supercampione sarà anche l'occasione per stare insieme a noi della redazione e a molti protagonisti delle gare mondiali e provare a mettersi in gioco in un;testa a testa;.;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;Per giunta mi sono trovato a battermi con Marco Simoncelli e fare un;testa a testa;con lui non è mai bello, perché è uno aggressivo, che si inserisce di forza, anche quando non ha spazio per farlo.;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;Tra i J Boats Ranger chiude in vantaggio l'agguerrito;testa a testa;con Velsheda, mentre Esimit Europa 2 e Y3K trionfano rispettivamente nelle categorie Racing & Racing POTH Crusing e Wally.;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;"""Questo è esattamente il team che si desidera avere accanto in quella che sarà probabilmente la gara più combattuta di sempre"", ha detto Walker, che guiderà la squadra in nove mesi di intensa navigazione";testa a testa;in quattro degli oceani più pericolosi del mondo e intornoa sei continenti.;sg;idiosyncratic;modifier
;testa a testa;idiosyncratic;a;testa;Nel;testa a testa;che, [ anche la scorsa settimana ] [ 7 ], aveva visto [ Il cimitero di Praga ] [ 8 ] duellare con gli [ Appunti di un venditore di donne ] [ 9 ] di Giorgio Faletti, quest'ultimo deve accontentarsi di scivolare al quarto posto.;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;Di Berlusconi, suo rivale nel;testa a testa;successivo, detestava i metodi di lavoro e le scelte politiche, ma senza astio né tanto meno odio: anzi, in privato, ne parlava con divertita ironia e ammirazione per la sfrontata furbizia.;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;Ma, dicono le cronache, amava il marito, il loro era un interminabile;testa a testa;, un corpo a corpo infinito, struggente.;sg;idiosyncratic;nominal
;Testa a testa;idiosyncratic;a;testa;;Testa a testa;in Mongolia Tra Pd e Pdl finisce 1 a 1.;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;Un;testa a testa;davvero singolare quello verificatosi alla Camera e al Senato nel voto degli italiani all'estero per quanto riguarda la Mongolia.;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;Ma nessun sondaggio gli dà la maggioranza assoluta dei seggi, qualcuno anzi vede un;testa a testa;con i laburisti.;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;Che in meno di due anni dalla riconferma a valanga di Veltroni si stia assistendo a un;testa a testa;rappresenta con chiarezza la sfida a cui è sottoposto il centrosinistra.;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;Ma essendo penalizzati nella guerra dei simboli e del linguaggio, un'elezione che dovrebbe premiare i Democratici con una valanga di voti verosimilmente finirà in un;testa a testa;o avrà l'esito delle ultime due.;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;Proprio sull'auditorium è;testa a testa;senza precedenti tra la Cgil e i sindacati autonomi (Fials, Snater, Libersind) e Uil.;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;Chiusura domenica 7 con gli ultimi due;testa a testa;.;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;Il quarto set è un;testa a testa;.;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;A Wimbledon nel 1994, quando ancora mi sforzavo di assorbire gli insegnamenti di Brad, avevo perso con Martin in un;testa a testa;durato fino al quinto set.;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;Ieri è andato in scena un vero;testa a testa;tra i due titoli a Wall Street e ad un certo il colosso petrolifero - da anni il re incontrastato del listino S & P 500 - è stato superato dall'iPad di Steve Jobs.;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;Continua l'avvincente;testa a testa;.;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;Seguì un vero e proprio «;testa a testa;», svelarono diversi vaticanisti.;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;E danno soprattutto Giorgia Meloni e Roberto Giachetti a lungo appaiati, vicini vicini, i due che sono amici fuori dalla contesa politica, in un;testa a testa;per il secondo posto.;sg;idiosyncratic;nominal
;testa a testa;idiosyncratic;a;testa;Perché se vi fosse sfuggito che la sfida, anche nella testa di Renzi, è a due, il premier lo dice chiaramente: «Siamo a un ballottaggio», dice lasciando per un attimo immaginare un;testa a testa;non piacevolissimo, «tra chi scommette sulla paura e chi sul coraggio».;sg;idiosyncratic;nominal
